Judul,Instansi,Lembaga,LembagaDetail,Author,PreProcess
Pemanfaatan Fitur Puppet PIN dan 3D Layer Camera di After Effect Dalam Menciptakan Efek Parallax Pada Gambar Diam,Universitas Amikom Yogyakarta,LPK,LPK,AGUS PURWANTO,manfaat fitur puppet pin layer camera after effect cipta efek parallax gambar diam
Dinamika Relasi Politik antara Otonomi Guru dan Dominasi Kekuasaan,Universitas Negeri Yogyakarta,LPK,LPK,ARIF ROHMAN,dinamika relasi politik otonomi guru dominasi kuasa
Dinamika Relasi Politik Antara Otonomi Guru dan Dominasi Kekuasaan,Universitas Negeri Yogyakarta,LPK,LPK,ARIF ROHMAN,dinamika relasi politik otonomi guru dominasi kuasa
Standarisasi Integrated Asessment Hasil Belajar Bahasa  Model Konvergen dan Divergen,Universitas Negeri Yogyakarta,LPK,LPK,PUDJIJATI SUYATA,standar integrated asessment hasil ajar bahasa model konvergen divergen
Pengembangan Situs Komunitas Anti Cyberbullying Menggunakan Framework Codeigniter Sebagai Upaya Mengatasi Dampak Negatif Penggunaan Teknologi Informasi,Universitas Atma Jaya Yogyakarta,LPK,LPK,FLOURENSIA SAPTY RAHAYU,kembang situs komunitas anti cyberbullying framework codeigniter upaya dampak negatif teknologi informasi
Aktivitas Ensim dan Keragaman Morfologi Bakteri pada Saluran Pencernaan Ikan Gurami dan Ikan Gabus Menggunakan Pemindaian Mikroskop Elektron,Universitas Gadjah Mada,LPK,LPK,TRIYANTO,aktivitas ensim ragam morfologi bakteri salur cerna ikan gurami ikan gabus pindai mikroskop elektron
Intelligent Warehouse Management System,Universitas Gadjah Mada,LPK,LPK,MHD. REZA M.I. PULUNGAN,intelligent warehouse manajemen sistem
Minimalisasi Sebuah Model Stokastik yang Abstrak dan Interaktif,Universitas Gadjah Mada,LPK,LPK,MHD. REZA M.I. PULUNGAN,minimal buah model stokastik abstrak interaktif
Spectral Polynomial Algorithm in CUDA,Universitas Gadjah Mada,LPK,LPK,MHD. REZA M.I. PULUNGAN,spectral polynomial algorithm in cuda
TRANSIENT ANALYSIS OF CTMCS UNIFORMIZATION OR MATRIX EXPONENTIAL,Universitas Gadjah Mada,LPK,LPK,MHD. REZA M.I. PULUNGAN,transient analisis of ctmcs uniformization atau matrix exponential
Ahmad Dahlan University Belongingness Scale (Adubs): Pengembangan Alat Ukur Dan Konstrak Validitasnya,Universitas Ahmad Dahlan,LPK,LPK,TRIANTORO SAFARIA,ahmad dahlan university belongingness scale adubs kembang alat ukur konstrak validitas
Cyberbulling Ditinjau dari Daily Spiritual Experience Harga diri dan Keharmonisan Keluarga,Universitas Ahmad Dahlan,LPK,LPK,TRIANTORO SAFARIA,cyberbulling tinjau daily spiritual experience harga harmonis keluarga
Cyberbullying dan Distres Psikologis pada Remaja di Yogyakarta,Universitas Ahmad Dahlan,LPK,LPK,TRIANTORO SAFARIA,cyberbullying stres psikologis remaja yogyakarta
Pendidikan Antikorupsi Terintegrasi dengan Pembelajaran Bahasa Indonesia di SMA,Universitas Sanata Dharma,LPK,LPK,PRANOWO,didik antikorupsi integrasi ajar bahasa indonesia sma
Simulasi Numerik Ground Penetrating Radar dengan Metode Discontinuous Galerkin Berbasis Pemrograman Pararel GPU CUDA,Universitas Atma Jaya Yogyakarta,LPK,LPK,PRANOWO,simulasi numerik ground penetrating radar metode discontinuous galerkin bas pemrograman pararel gpu cuda
Isolasi dan Penetapan Dosis Optimal Isolat dari Ekstrak Metanolik Daun Sirih Merah ( Piper crocatum Ruiz & Pav. ) Sebagai Imunostimulan Secara In Vivo,Universitas Sanata Dharma,LPK,LPK,YUSTINA SRI HARTINI,isolasi dosis optimal isolat ekstrak metanolik daun sirih merah piper crocatum ruiz pav imunostimulan in vivo
Uji Inhibisi 3-Hydroxysteroid Dehydrogenase Type 2 oleh Insektisida Pyrethroids,Universitas Gadjah Mada,LPK,LPK,RATNA ASMAH SUSIDARTI,uji inhibisi -hydroxysteroid dehydrogenase tipe insektisida pyrethroids
Model Pengembangan Bank Soal Daerah Berbasis Equating di Era Otonomi Daerah dan Desentralisasi,Universitas Negeri Yogyakarta,LPK,LPK,HERI RETNOWATI,model kembang bank daerah bas equating era otonomi daerah desentralisasi
Aplikasi Membran Keramik Dalam Menurunkan Tingkat Kesadahan Air (Studi Kasus: Desa Selopamioro Kec. Imogiri Bantul),Universitas Islam Indonesia,LPK,LPK,HIJRAH PURNAMA PUTRA,aplikasi membran keramik turun tingkat sadah air studi desa selopamioro kec imogiri bantul
Perencanaan Pengelolaan Sampah di Kawasan Objek Wisata Kabupatan Gunungkidul (Studi Kasus di Pantai Baron hingga Pantai Potunggal Kabupaten Gunungkidul),Universitas Islam Indonesia,LPK,LPK,HIJRAH PURNAMA PUTRA,rencana kelola sampah kawasan objek wisata kabupatan gunungkidul studi pantai baron pantai potunggal kabupaten gunungkidul
Kebijakan Corporate Social Responsibility Sebagai Mekanisme Good Corporate Governance (GCG),Universitas PGRI Yogyakarta,LPK,LPK,TRI SIWI NUGRAHANI,bijak corporate social responsibility mekanisme bagus corporate governance gcg
Pengembangan Aplikasi Deteksi Tepi Citra Medis Menggunakan Operator Kompas,Universitas Atma Jaya Yogyakarta,LPK,LPK,BERNADECTUS YUDI DWIANDIYANTA,kembang aplikasi deteksi tepi citra medis operator kompas
Jargon Pasugatan dalam Dinner Package di Kraton Ngayogyokarto Hadiningrat DIY,Universitas Negeri Yogyakarta,LPK,LPK,R A RAHMI DIPAYANTI ANDAYANI,jargon pasugatan dinner package kraton ngayogyokarto hadiningrat diy
Analisis Isi Layout Iklan Kosmetik Pada Majalah Kartini (EdisiAgustus - Desember 2012).,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,RETNO HENDARININGRUM,analisis isi layout iklan kosmetik majalah kartini edisiagustus - desember
Dampak Krisis Ekonomi Global Terhadap Integrasi Ekonomi Di Asia Timur.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SRI ISSUNDARI,dampak krisis ekonomi global integrasi ekonomi asia timur
Pengaruh Suhu dan Waktu Hidrolisis Asam pada Isolasi Pemurnian Selulose Kulit Gandum,Universitas Gadjah Mada,LPK,LPK,SUPRANTO,pengaruh suhu waktu hidrolisis asam isolasi murni selulose kulit gandum
Studi Skala Laboratorium Perilaku Dinamis Alat Penukar Kalor Tipe Shell And Tube Ditinjau Dari Perpindahan Kalor Konveksi.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,TUTIK MUJI SETYONINGRUM,studi skala laboratorium perilaku dinamis alat tukar kalor tipe shell dan tube tinjau pindah kalor konveksi
Peningkatan Mutu Layanan Perpustakaan Dalam Mendukung Keberhasilan Proses Pembelajaran.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,LAGIMAN,tingkat mutu layan pustaka dukung hasil proses ajar
"Faktor - Faktor Yang Menentukan Perceived Usefulness (Persepsi Kegunaan) dan Preceived Ease Of Use (Persepsi Kemudahan Penggunaan) Dalam Penerapan Penggunaan Teknologi Informasi Pada Sistem Informasi Akademik UPN Veteran"" Yogyakarta"".",Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,KUSHARYANTI,faktor - faktor perceived usefulness persepsi preceived ease of gunakan persepsi mudah terap teknologi informasi sistem informasi akademik upn veteran yogyakarta
Evaluasi Kinerja Proses Belajar Mengajar Jurusan Teknik Industri Dengan Pendekatan Focused Quality Management.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,DYAH RACHMAWATI LUCITASARI,evaluasi proses ajar ajar jurus teknik industri focused quality manajemen
"Kajian Terhadap Rencana Pengembangan Lab. Unggulan Dalam Rangka Peningkatan Kompetensi Lulusan Prodi Teknik Geologi S1 FTM UPN Veteran"" Yogyakarta"".",Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SUGENG,kaji rencana kembang lab unggul rangka tingkat kompetensi lulus prodi teknik geologi ftm upn veteran yogyakarta
Penciptaan naskah drama auditif sultan agung berdasarkan sejarah perjuangan Sultan Agung Hanyakrakusuma di kraton Pleret Bantul,Institut Seni Indonesia Yogyakarta,LPK,LPK,PURWANTO,cipta naskah drama auditif sultan agung dasar sejarah juang sultan agung hanyakrakusuma kraton pleret bantul
Manajemen Produksi Teater Kubur Jakarta: Studi Kasus Pementasan On/Off dan Sirkus Anjing.,Institut Seni Indonesia Yogyakarta,LPK,LPK,PURWANTO,manajemen produksi teater kubur jakarta studi mentas on off sirkus anjing
Pendidikan Sebagai Determinan Pertumbuhan Ekonomi di Indonesia (2000 - 2007).,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,PURWIYANTA,didik determinan tumbuh ekonomi indonesia -
Analisa Pemrosesan Data Secara Online (Online Analytical Processing/OLOP) Untuk Dunia Pendidikan.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,BUDI SANTOSA,analisa pemrosesan data online online analytical processing olop dunia didik
Penyusunan Dokumen Reklamasi dan Dokumen Rencana Pasca Tambang,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,GUNAWAN NUSANTO,susun dokumen reklamasi dokumen rencana pasca tambang
Pembentukan Reservoir Daerah Karst Pegunungan Sewu Pegunungan Selatan Jawa,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SALATUN SAID,bentuk reservoir daerah karst gunung sewu gunung selatan jawa
Model Konseptual Hidrogeologi Kubah Kulonprogo Berdasarkan Pemetaan dan Analisis Geometri Fraktal,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SARI BAHAGIARTI K,model konseptual hidrogeologi kubah kulonprogo dasar meta analisis geometri fraktal
Sistem Air Tanah di Gunung Kendil dan Umbul Ponjong Sebagai Warisan Geologi yang Unik,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SARI BAHAGIARTI K,sistem air tanah gunung kendil umbul ponjong waris geologi unik
Endapan Batubara Paleogen Formasi Nanggulan Kulonprogo-Yogyakarta: Kajian Geologi Batubara dan Fasies Batubara,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,MAHAP MAHA,endap batubara paleogen formasi nanggulan kulonprogo-yogyakarta kaji geologi batubara fasies batubara
Bahan Induk Tanah Sebagai Warisan Geologi di Perbukitan Jiwo Timur Bayat,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,HADI PURNOMO,bahan induk tanah waris geologi bukit jiwo timur bayat
Keterpaduan Pemasaran dan Operasi Serta Pengaruhnya pada Supply Chain Management dan Kinerja Perusahaan Pengembangan Perumahan,Universitas Kristen Immanuel,LPK,LPK,HADI PURNOMO,padu pasar operasi pengaruh supply chain manajemen usaha kembang rumah
Pengaruh Kepuasan Kerja Tenaga Penjual dan Kualitas Interaksi Konsumen Terhadap Kepuasan Kon B2C,Universitas Kristen Immanuel,LPK,LPK,HADI PURNOMO,pengaruh puas tenaga jual kualitas interaksi konsumen puas kon bc
Kapabilitas pemasaran dinamis dan Pengaruhnya,Universitas Kristen Immanuel,LPK,LPK,HADI PURNOMO,kapabilitas pasar dinamis pengaruh
Isu Inovasi Produk : Keterkaitan Manajemen Pemasaran dan Operasi,Universitas Kristen Immanuel,LPK,LPK,HADI PURNOMO,isu inovasi produk kait manajemen pasar operasi
Sifat Fisik dan Komposisi Abu Vulkanik Gunungapi Merapi,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SUTARTO,sifat fisik komposisi abu vulkanik gunungapi rapi
Indikasi Belum Siapnya Pemerintah Kabupaten/Kota Dalam Implementasi Peraturan Pengelolaan Air Tanah  (Studi Kasus di Kabupaten Gowa Sulawesi Selatan),Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,PUJI PRATIKNYO,indikasi perintah kabupaten kota implementasi atur kelola air tanah studi kabupaten gowa sulawesi selatan
Corals Taxonomic Of Miocene Gunung Putih Formation - Samarinda East Kalimantan,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,PREMONOWATI,corals taxonomic of miocene gunung putih formation - samarinda east kalimantan
Usulan Pola Tata Ruang Kawasan Gunung Merapi Pasca Erupsi 2010,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,EKO TEGUH PARIPURNO,usul pola tata ruang kawasan gunung rapi pasca erupsi
Study of the Baturaja Formation based on Wireline Log Data,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,SUGENG WIDADA,study of the baturaja formation based on wireline log data
Perhitungan Resources dan Reserves Batubara pada Wilayah IUP PT. Belengkong Mineral Resources,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,ANTON SUDIYANTO,hitung resources reserves batubara wilayah iup pt belengkong mineral resources
Pengukuran dan Analisis Ground Vibration pada Kegiatan Peledakan di PT. Singlurus Pratama.,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,BARLIAN DWI NAGARA,ukur analisis ground vibration giat ledak pt singlurus pratama
Kajian Geoteknik Dan Geohidrologi Untuk Mendukung Rencana  Penambangan Batubara Di Wilayah Konsesi CV. Cintapuri Pratama,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,BARLIAN DWI NAGARA,kaji geoteknik geohidrologi dukung rencana tambang batubara wilayah konsesi cv cintapuri pratama
Regional G&G Study Of Citarum Blok-West Java Bumi Parahiyangan Ranhill Energi Citarum (BPREC),Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,ARDIAN NOVIANTO,regional study of citarum blok-west java bumi parahiyangan ranhill energi citarum bprec
Studi GGR Lapangan Beruk Cekungan Sumatera Utara,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,ARDIAN NOVIANTO,studi ggr lapang beruk cekung sumatera utara
Intergrating Outcrops and Well Data to Identify Rocks Compresibility in Deltaic Facies Samarinda Seberang Region Kutai Basin,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,C PRASETYADI,intergrating outcrops dan well data to identify rocks compresibility in deltaic facies samarinda seberang region kuta basin
Petroleum Engineering for Non Petroleum Engineers Course,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,DEDI KRISTANTO,petroleum engineering untuk non petroleum engineers course
Survey dan Pembuatan Dokumen Upaya Pengelolaan Lingkungan dan Upaya Pemantauan Lingkungan (UKL-UPL),Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,ARIS BUNTORO,survei dokumen upaya kelola lingkung upaya pantau lingkung ukl-upl
Perbedaan Kebijakan Dividen (Studi Empiris pada Perusahaan Konservatif dan Tidak Konservatif serta Perusahaan BUMM dan Non BUMN Byang terdaftar di Bursa Efek Indonesia).,Universitas Pembangunan Nasional Veteran Yogyakarta,LPK,LPK,ZUHROTUN,beda bijak dividen studi empiris usaha konservatif konservatif usaha bumm non badan usaha milik negara byang daftar bursa efek indonesia
Penelusuran Alumni Program Studi S1 Pendidikan Geografi Tahun 2015,Universitas Negeri Yogyakarta,LPK,LPK,NURHADI,telusur alumni program studi didik geografi tahun
Strategi untuk Mengurangi Runaff di Desa Purwomartani Kec Kalasan Sleman,Universitas Negeri Yogyakarta,LPK,LPK,SUHADI PURWANTARA,strategi runaff desa purwomartani kec kalas sleman
Tingkat Kesiapan Mengajar Mahasiswa Program Studi Pendidikan Akuntansi FISE UNY,Universitas Negeri Yogyakarta,LPK,LPK,SISWANTO,tingkat siap ajar mahasiswa program studi didik akuntansi fise uny
Aplikasi Nanopartikel Perak Pada Komposit Selulosa Bakteri-Kitosan Sebagai Antibakteri Untuk Keperluan Biomedis,Universitas Negeri Yogyakarta,LPK,LPK,SENAM,aplikasi nanopartikel perak komposit selulosa bakteri-kitosan antibakteri biomedis
Komparasi Perbankan Syariah Indonesia Dan Malaysia Dalam Perekonomian Global,Universitas Negeri Yogyakarta,LPK,LPK,TEGUH SIHONO,komparasi perban syariah indonesia malaysia ekonomi global
Implementasi Model Pembelajaran Fisika Berbasis ICT untuk Meningkatkan Kemampuan Konsep  Kinematika dan Ilmiah Mahasiswa PGMIPA-BI Pendidikan Fisika FKIP UAD,Universitas Ahmad Dahlan,LPK,LPK,ISHAFIT,implementasi model ajar fisika bas ict tingkat konsep kinematika ilmiah mahasiswa pgmipa-bi didik fisika fkip universitas ahmad dahlan
Analsis  Kebutuhan Kompetensi Lulusan  Prodi  S-2 Pendidikan Kesejahteraan Keluarga,Universitas Negeri Yogyakarta,LPK,LPK,ENDANG MULYATININGSIH,analsis butuh kompetensi lulus prodi s- didik sejahtera keluarga
Simulasi  Numerik  Aliran Udara  di  dalam Hyperbaric  Chamber  untuk  Terapi  Heavy Decompression Sickness,Universitas Gadjah Mada,LPK,LPK,SUGIYONO,simulasi numerik alir udara hyperbaric chamber terapi heavy decompression sickness
Emak dalam Pembinaan Karakter Bermakna (Pola Negeri Lima Negara),Universitas Negeri Yogyakarta,LPK,LPK,HUSAIN HAIKAL,emak bina karakter makna pola negeri negara
IDENTIFIKASI PUTUSAN HAKIM PTUN YOGYAKARTA TERHADAP GUGATAN PELANGGARAN  ASAS-ASAS UMUM PEMERINTAHAN YANG BAIK  SETELAH BERLAKUNYA  UNDANG-UNDANG ADMINISTRASI PEMERINTAHAN IDENTIFIKASI PUTUSAN HAKIM PTUN YOGYAKARTA TERHADAP GUGATAN PELANGGARAN  ASAS-ASAS UMUM PEMERINTAHAN YANG BAIK  SETELAH BERLAKUNYA  UNDANG-UNDANG ADMINISTRASI PEMERINTAHAN,Universitas Negeri Yogyakarta,LPK,LPK,ENY KUSDARINI,identifikasi putus hakim ptun yogyakarta gugat langgar asas umum perintah undang administrasi perintah identifikasi putus hakim ptun yogyakarta gugat langgar asas umum perintah undang administrasi perintah
Analisis Potensi Penerimaan Pajak Penghasilan terhadap Pendapatan Nasional Tahun 2009-2012,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,LPK,LPK,SUPARDI,analisis potensi terima pajak hasil nasional tahun -
Pengaruh ROA terhadap Laba Perusahaan dengan ketepatan waktu Liquiditas total Penjualan dan Umur Perusahaan sebagai Mediator pada Perusahaan Manufaktur di BEI,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,LPK,LPK,SUPARDI,pengaruh roa laba usaha waktu liquiditas total jual umur usaha mediator usaha manufaktur bei
Pembangunan Desa Wisata Sebagai Implementasi Undang- Undang Desa Dan Keistimewaan DIY (Studi Di Desa Sendangsari Pajangan Bantul DIY),Universitas Negeri Yogyakarta,LPK,LPK,V INDAH SRI PINASTI,bangun desa wisata implementasi undang- undang desa istimewa diy studi desa sendangsari pajang bantul diy
PENDIDIKAN KARAKTER DALAM PERTUNJUKAN WAYANG KULIT GAYA YOGYAKARTA SOLO DAN PESISIRAN,Universitas Negeri Yogyakarta,LPK,LPK,MULYANA,didik karakter wayang kulit gaya yogyakarta solo pesisir
Kajian Filologi dan Ajaran Moral dalam Teks Serat Kridhasastra,Universitas Negeri Yogyakarta,LPK,LPK,HESTI MULYANI,kaji filologi ajar moral teks serat kridhasastra
Eksekusi Putusan Hakim dalam Sengketa Perdata di Pengadilan Negeri Sleman,Universitas Negeri Yogyakarta,LPK,LPK,SRI HARTINI,eksekusi putus hakim sengketa perdata adil negeri sleman
Identifikasi Kebutuhan Pelatihan Life Skills Remaja Putus Sekolah,Universitas Negeri Yogyakarta,LPK,LPK,LUTFI WIBAWA,identifikasi butuh latih life skills remaja putus sekolah
Pengembangan Alat Pemukul Dan Base Permainan Karonball Dalam Pembelajaran Pendidikan Jasmani Bagi Siswa Sekolah Dasar Kelas Atas,Universitas Negeri Yogyakarta,LPK,LPK,HEDI ARDIYANTO HERMAWAN,kembang alat base main karonball ajar didik jasmani siswa sekolah dasar kelas
Tingkat Kesiapan Guru Penjasorkes SD se Kota Yogyakarta Dalam Menyongsong Kurikulum 2013,Universitas Negeri Yogyakarta,LPK,LPK,AGUS S SURYOBROTO,tingkat siap guru penjasorkes sd kota yogyakarta songsong kurikulum
Pemanfaatan Graphics Processing Unit (GPU) untuk Pemodelan Perambatan Gelombang Seismik 2D Pada Medium Berpori Tersaturasi Fluida,Universitas Gadjah Mada,LPK,LPK,SUDARMAJI,manfaat graphics processing unit gpu model rambat gelombang seismik medium pori tersaturasi fluida
Bentuk-bentuk Komunikasi antarbudaya: Kajian Interkultural terhadap Roman Die Weisses Massai Karya Corine Hoffman,Universitas Negeri Yogyakarta,LPK,LPK,AKBAR KUNTARDI SETIAWAN,bentuk komunikasi antarbudaya kaji interkultural roman die weisses massa karya corine hoffman
Faktor-Faktor Penyebab Eskalasi Konflik Etnis di Irak Pasca Saddam Hussein,Universitas Muhammadiyah Yogyakarta,LPK,LPK,SUGITO,faktor eskalasi konflik etnis irak pasca saddam hussein
